Gene.Name	Standard.Name	Chromosome	Start.Coordinate	End.Coordinate	Strand	NTE.Length
YNR019W	ARE2	XIV	665303	667267	+	12
YNR021W	YNR021W	XIV	668371	669591	+	2
YNR022C	MRPL50	XIV	669774	670220	-	9
YNR023W	SNF12	XIV	670418	672118	+	0
YNR024W	MPP6	XIV	672409	672969	+	0
YNR026C	SEC12	XIV	673274	674719	-	10
YNR027W	BUD17	XIV	674896	675876	+	9
YNR028W	CPR8	XIV	676147	677103	+	10
YNR029C	YNR029C	XIV	677199	678488	-	0
YNR030W	ALG12	XIV	678784	680454	+	5
YNR032C-A	HUB1	XIV	687243	687464	-	0
YNR032W	PPG1	XIV	685995	687116	+	5
YNR033W	ABZ1	XIV	687635	689998	+	0
YNR034W	SOL1	XIV	690294	691286	+	9
YNR034W-A	EGO4	XIV	692561	692857	+	0
YNR035C	ARC35	XIV	693019	694047	-	0
YNR036C	MRPS12	XIV	694361	694822	-	0
YNR037C	RSM19	XIV	695052	695345	-	6
YNR038W	DBP6	XIV	695595	697484	+	0
YNR039C	ZRG17	XIV	697614	699431	-	0
YNR040W	YNR040W	XIV	699690	700460	+	0
YNR041C	COQ2	XIV	700541	701659	-	0
YNR043W	MVD1	XIV	701880	703085	+	5
YNR044W	AGA1	XIV	703636	705876	+	21
YNR045W	PET494	XIV	706136	707608	+	1
YNR046W	TRM112	XIV	707788	708195	+	0
YNR047W	FPK1	XIV	708487	711204	+	12
YNR048W	YNR048W	XIV	711615	712811	+	5
YNR049C	MSO1	XIV	713023	713661	-	2
YNR050C	LYS9	XIV	714048	715403	-	5
YNR051C	BRE5	XIV	716780	718327	-	0
YNR052C	POP2	XIV	719346	720680	-	11
YNR053C	NOG2	XIV	721120	723112	-	0
YNR054C	ESF2	XIV	723356	724306	-	0
YNR055C	HOL1	XIV	728426	730186	-	0
YNR056C	BIO5	XIV	731618	733303	-	0
YNR057C	BIO4	XIV	733356	734069	-	0
YNR058W	BIO3	XIV	734291	735733	+	0
YNR059W	MNT4	XIV	736794	738545	+	3
YNR060W	FRE4	XIV	739951	742110	+	0
YNR061C	YNR061C	XIV	742881	743540	-	0
YNR063W	YNR063W	XIV	746943	748766	+	0
YNR064C	YNR064C	XIV	749136	750008	-	0
YNR066C	YNR066C	XIV	753725	755038	-	1
YNR067C	DSE4	XIV	755746	759099	-	0
YNR069C	BSC5	XIV	761123	762592	-	0
YNR071C	YNR071C	XIV	770440	771483	-	5
YNR073C	MAN2	XIV	774792	776300	-	0
YNR074C	AIF1	XIV	777602	778825	-	29
YNR075W	COS10	XIV	779907	781040	+	3
YOL001W	PHO80	XV	325240	326130	+	3
YOL002C	IZH2	XV	323411	324364	-	0
YOL003C	PFA4	XV	321858	322994	-	0
YOL004W	SIN3	XV	316905	321548	+	11
YOL005C	RPB11	XV	315813	316178	-	1
YOL006C	TOP1	XV	313078	315402	-	5
YOL007C	CSI2	XV	311342	312367	-	0
YOL008W	COQ10	XV	310300	310935	+	4
YOL009C	MDM12	XV	309324	310163	-	8
YOL010W	RCL1	XV	307932	309041	+	2
YOL011W	PLB3	XV	305349	307409	+	0
YOL012C	HTZ1	XV	303579	303986	-	1
YOL013C	HRD1	XV	301380	303077	-	14
YOL015W	IRC10	XV	297048	298838	+	10
YOL016C	CMK2	XV	294777	296120	-	0
YOL017W	ESC8	XV	292526	294673	+	1
YOL018C	TLG2	XV	290881	292074	-	0
YOL019W	YOL019W	XV	288874	290553	+	8
YOL021C	DIS3	XV	282421	285450	-	8
YOL022C	TSR4	XV	280272	281513	-	5
YOL023W	IFM1	XV	278053	280086	+	1
YOL024W	YOL024W	XV	277068	277604	+	6
YOL025W	LAG2	XV	274957	276939	+	0
YOL027C	MDM38	XV	272003	273724	-	0
YOL028C	YAP7	XV	270633	271472	-	34
YOL029C	YOL029C	XV	269815	270561	-	47
YOL030W	GAS5	XV	268181	269641	+	2
YOL031C	SIL1	XV	266264	267577	-	16
YOL032W	OPI10	XV	265411	266169	+	6
YOL034W	SMC5	XV	259896	263204	+	9
YOL036W	YOL036W	XV	256745	259030	+	0
YOL038C-A	YOL038C-A	XV	254926	255021	-	0
YOL038W	PRE6	XV	255337	256101	+	0
YOL039W	RPP2A	XV	254297	254617	+	0
YOL040C	RPS15	XV	253149	253580	-	1
YOL041C	NOP12	XV	251267	252646	-	0
YOL042W	NGL1	XV	249807	250916	+	6
YOL043C	NTG2	XV	248392	249534	-	0
YOL044W	PEX15	XV	247147	248301	+	1
YOL045W	PSK2	XV	243497	246802	+	0
YOL048C	RRT8	XV	240204	241337	-	9
YOL051W	GAL11	XV	234922	238185	+	6
YOL052C	SPE2	XV	232446	233636	-	0
YOL052C-A	DDR2	XV	231570	231755	-	0
YOL053W	AIM39	XV	230067	231272	+	6
YOL054W	PSH1	XV	228560	229834	+	18
YOL055C	THI20	XV	224420	226108	-	11
YOL056W	GPM3	XV	223262	224179	+	2
YOL057W	YOL057W	XV	220752	222902	+	5
YOL058W	ARG1	XV	219208	220473	+	1
YOL059W	GPD2	XV	217126	218448	+	0
YOL060C	MAM3	XV	214017	216146	-	3
YOL061W	PRS5	XV	212190	213734	+	18
YOL062C	APM4	XV	210520	211995	-	0
YOL063C	CRT10	XV	207392	210274	-	3
YOL064C	MET22	XV	206103	207176	-	0
YOL065C	INP54	XV	204731	205906	-	7
YOL066C	RIB2	XV	202696	204489	-	6
YOL067C	RTG1	XV	201985	202518	-	0
YOL068C	HST1	XV	200368	201879	-	0
YOL069W	NUF2	XV	198933	200297	+	3
YOL070C	NBA1	XV	197220	198731	-	2
YOL071W	SDH5	XV	196507	196995	+	0
YOL072W	THP1	XV	194964	196337	+	2
YOL073C	DSC2	XV	193832	194830	-	10
YOL075C	YOL075C	XV	189658	193575	-	11
YOL076W	MDM20	XV	187024	189414	+	0
YOL077C	BRX1	XV	185848	186723	-	0
YOL077W-A	ATP19	XV	185426	185644	+	4
YOL078W	AVO1	XV	181676	185212	+	2
YOL080C	REX4	XV	180558	181427	-	0
YOL082W	ATG19	XV	168727	169974	+	0
YOL083W	ATG34	XV	165699	166952	+	5
YOL086C	ADH1	XV	159548	160627	-	11
YOL086W-A	MHF1	XV	159173	159445	+	0
YOL087C	DUF1	XV	155287	158640	-	1
YOL088C	MPD2	XV	153912	154745	-	0
YOL089C	HAL9	XV	150398	153541	-	17
YOL090W	MSH2	XV	147373	150276	+	3
YOL091W	SPO21	XV	145301	147163	+	11
YOL092W	YPQ1	XV	144192	145130	+	4
YOL093W	TRM10	XV	142791	143696	+	8
YOL094C	RFC4	XV	141584	142606	-	17
YOL095C	HMI1	XV	139227	141347	-	0
YOL096C	COQ3	XV	138107	139057	-	4
YOL097C	WRS1	XV	136527	137828	-	1
YOL098C	SDD3	XV	132725	135910	-	24
YOL100W	PKH2	XV	129237	132482	+	0
YOL101C	IZH4	XV	126982	127935	-	5
YOL102C	TPT1	XV	125997	126689	-	0
YOL103W	ITR2	XV	123992	125830	+	3
YOL105C	WSC3	XV	114138	115937	-	43
YOL107W	YOL107W	XV	112090	113130	+	4
YOL108C	INO4	XV	111431	111889	-	1
YOL109W	ZEO1	XV	110294	110638	+	1
YOL110W	SHR5	XV	109176	109889	+	0
YOL111C	MDY2	XV	108258	108899	-	1
YOL112W	MSB4	XV	106653	108188	+	19
YOL113W	SKM1	XV	104308	106293	+	6
YOL116W	MSN1	XV	99728	100957	+	27
YOL117W	RRI2	XV	97542	99488	+	3
YOL118C	YOL118C	XV	96608	96916	-	0
YOL119C	MCH4	XV	94856	96409	-	16
YOL120C	RPL18A	XV	93395	94402	-	0
YOL121C	RPS19A	XV	92026	92850	-	0
YOL122C	SMF1	XV	89692	91419	-	0
YOL123W	HRP1	XV	87844	89448	+	0
YOL124C	TRM11	XV	85456	86757	-	0
YOL125W	TRM13	XV	83834	85264	+	0
YOL126C	MDH2	XV	81787	82947	-	9
YOL127W	RPL25	XV	80348	81190	+	0
YOL128C	YGK3	XV	78352	79479	-	0
YOL129W	VPS68	XV	77554	78114	+	2
YOL130W	ALR1	XV	74400	76979	+	0
YOL133W	HRT1	XV	70325	70690	+	0
YOL135C	MED7	XV	69376	70059	-	5
YOL136C	PFK27	XV	67561	68829	-	25
YOL137W	BSC6	XV	65621	67114	+	0
YOL138C	RTC1	XV	61325	65359	-	3
YOL139C	CDC33	XV	60383	61039	-	5
YOL140W	ARG8	XV	58708	60030	+	17
YOL141W	PPM2	XV	56419	58539	+	11
YOL142W	RRP40	XV	55558	56280	+	0
YOL143C	RIB4	XV	54595	55104	-	0
YOL144W	NOP8	XV	53092	54552	+	2
YOL145C	CTR9	XV	49555	52812	-	8
YOL146W	PSF3	XV	48855	49448	+	3
YOL147C	PEX11	XV	47933	48652	-	3
YOL151W	GRE2	XV	43682	44722	+	4
YOL152W	FRE7	XV	40736	42610	+	4
YOL154W	ZPS1	XV	34616	35407	+	14
YOL155C	HPF1	XV	28703	31642	-	12
YOL157C	IMA2	XV	22525	24318	-	8
YOL158C	ENB1	XV	19491	21335	-	8
YOL159C	CSS3	XV	17281	17796	-	0
YOL159C-A	YOL159C-A	XV	15233	15589	-	28
YOL163W	YOL163W	XV	9360	10106	+	79
YOL164W	BDS1	XV	6121	8115	+	18
YOR001W	RRP6	XV	326832	329033	+	0
YOR002W	ALG6	XV	329417	331051	+	0
YOR003W	YSP3	XV	331443	332891	+	4
YOR004W	UTP23	XV	333565	334356	+	9
YOR005C	DNL4	XV	334509	337373	-	10
YOR006C	TSR3	XV	337680	338621	-	0
YOR007C	SGT2	XV	338938	339981	-	1
YOR008C	SLG1	XV	341278	342417	-	1
YOR009W	TIR4	XV	344305	345798	+	10
YOR010C	TIR2	XV	346195	346950	-	0
YOR014W	RTS1	XV	357638	359947	+	12
YOR015W	YOR015W	XV	359993	360352	+	0
YOR016C	ERP4	XV	360461	361117	-	11
YOR017W	PET127	XV	361382	363814	+	10
YOR018W	ROD1	XV	364366	366882	+	1
YOR020C	HSP10	XV	370524	370862	-	6
YOR020W-A	YOR020W-A	XV	371667	371957	+	6
YOR021C	SFM1	XV	372798	373475	-	12
YOR022C	DDL1	XV	373710	375857	-	0
YOR023C	AHC1	XV	376012	377712	-	0
YOR025W	HST3	XV	378219	379562	+	0
YOR026W	BUB3	XV	379781	380806	+	0
YOR027W	STI1	XV	381053	382822	+	0
YOR028C	CIN5	XV	383533	384462	-	14
YOR030W	DFG16	XV	386762	388684	+	21
YOR032C	HMS1	XV	389771	391075	-	0
YOR033C	EXO1	XV	392416	394524	-	0
YOR034C	AKR2	XV	394837	397095	-	3
YOR035C	SHE4	XV	397735	400116	-	4
YOR036W	PEP12	XV	400348	401214	+	0
YOR037W	CYC2	XV	401501	402655	+	18
YOR038C	HIR2	XV	402761	405439	-	17
YOR039W	CKB2	XV	405705	406544	+	21
YOR040W	GLO4	XV	407040	407921	+	8
YOR042W	CUE5	XV	408416	409660	+	3
YOR043W	WHI2	XV	410870	412330	+	0
YOR044W	IRC23	XV	412983	413480	+	8
YOR045W	TOM6	XV	413852	414037	+	0
YOR046C	DBP5	XV	414459	415913	-	2
YOR047C	STD1	XV	416347	417681	-	0
YOR048C	RAT1	XV	418630	421650	-	0
YOR049C	RSB1	XV	422668	423864	-	44
YOR051C	ETT1	XV	424846	426129	-	15
YOR052C	TMC1	XV	426772	427224	-	0
YOR054C	VHS3	XV	427833	429857	-	0
YOR056C	NOB1	XV	430247	431683	-	19
YOR057W	SGT1	XV	432186	433373	+	0
YOR058C	ASE1	XV	433688	436393	-	16
YOR059C	LPL1	XV	438906	440345	-	29
YOR060C	SLD7	XV	440390	441166	-	1
YOR061W	CKA2	XV	441534	442553	+	0
YOR062C	YOR062C	XV	442725	443651	-	40
YOR063W	RPL3	XV	444683	445849	+	1
YOR064C	YNG1	XV	446079	446738	-	0
YOR065W	CYT1	XV	447349	448368	+	30
YOR066W	MSA1	XV	449436	451325	+	0
YOR067C	ALG8	XV	451729	453465	-	1
YOR069W	VPS5	XV	453768	455795	+	0
YOR070C	GYP1	XV	455907	457883	-	21
YOR071C	NRT1	XV	459480	461282	-	2
YOR073W	SGO1	XV	464765	466543	+	2
YOR074C	CDC21	XV	466675	467631	-	14
YOR075W	UFE1	XV	468212	469252	+	0
YOR076C	SKI7	XV	469377	471620	-	0
YOR077W	RTS2	XV	471890	472597	+	3
YOR078W	BUD21	XV	472704	473369	+	7
YOR079C	ATX2	XV	473475	474437	-	7
YOR080W	DIA2	XV	474594	476792	+	0
YOR081C	TGL5	XV	476939	479188	-	0
YOR083W	WHI5	XV	479512	480420	+	7
YOR084W	LPX1	XV	480554	481750	+	11
YOR085W	OST3	XV	482012	483085	+	7
YOR087W	YVC1	XV	487704	489734	+	1
YOR089C	VPS21	XV	490196	490852	-	8
YOR090C	PTC5	XV	491123	492901	-	20
YOR091W	TMA46	XV	493376	494470	+	19
YOR092W	ECM3	XV	495127	496968	+	0
YOR094W	ARF3	XV	502786	503346	+	3
YOR095C	RKI1	XV	503552	504346	-	6
YOR096W	RPS7A	XV	505779	506767	+	5
YOR097C	YOR097C	XV	506978	507505	-	0
YOR098C	NUP1	XV	507948	511178	-	0
YOR099W	KTR1	XV	511807	513006	+	6
YOR100C	CRC1	XV	513295	514335	-	19
YOR101W	RAS1	XV	515244	516173	+	0
YOR103C	OST2	XV	516449	516850	-	3
YOR104W	PIN2	XV	517642	518490	+	0
YOR106W	VAM3	XV	519103	519972	+	6
YOR107W	RGS2	XV	521323	522282	+	10
YOR108W	LEU9	XV	522997	524841	+	10
YOR109W	INP53	XV	525239	528601	+	13
YOR110W	TFC7	XV	528866	530248	+	25
YOR111W	YOR111W	XV	530429	531127	+	0
YOR112W	CEX1	XV	531505	533793	+	1
YOR113W	AZF1	XV	534075	536819	+	0
YOR114W	YOR114W	XV	537564	538454	+	2
YOR115C	TRS33	XV	538659	539468	-	1
YOR116C	RPO31	XV	539763	544160	-	5
YOR117W	RPT5	XV	545029	546333	+	0
YOR118W	RTC5	XV	546854	548560	+	1
YOR119C	RIO1	XV	548792	550246	-	0
YOR120W	GCY1	XV	551114	552052	+	0
YOR122C	PFY1	XV	552298	552890	-	1
YOR123C	LEO1	XV	553176	554591	-	7
YOR124C	UBP2	XV	554824	558642	-	0
YOR125C	CAT5	XV	559030	559797	-	22
YOR127W	RGA1	XV	561170	564193	+	0
YOR128C	ADE2	XV	564476	566191	-	0
YOR129C	AFI1	XV	566877	569573	-	5
YOR130C	ORT1	XV	569929	570828	-	7
YOR131C	YOR131C	XV	572182	572859	-	7
YOR132W	VPS17	XV	573175	574830	+	0
YOR133W	EFT1	XV	575092	577626	+	2
YOR134W	BAG7	XV	578564	579793	+	0
YOR136W	IDH2	XV	580247	581359	+	1
YOR137C	SIA1	XV	581813	583783	-	34
YOR138C	RUP1	XV	584309	586327	-	1
YOR140W	SFL1	XV	586978	589281	+	1
YOR141C	ARP8	XV	589942	592599	-	4
YOR142W	LSC1	XV	593021	594046	+	12
YOR143C	THI80	XV	601383	602396	-	18
YOR144C	ELG1	XV	602717	605092	-	0
YOR145C	PNO1	XV	605347	606189	-	6
YOR147W	MDM32	XV	606598	608475	+	3
YOR148C	SPP2	XV	608640	609197	-	0
YOR149C	SMP3	XV	609838	611442	-	18
YOR150W	MRPL23	XV	611981	612490	+	6
YOR151C	RPB2	XV	612997	616683	-	4
YOR152C	ATG40	XV	617518	618288	-	0
YOR153W	PDR5	XV	619840	624375	+	0
YOR154W	SLP1	XV	624711	626492	+	6
YOR155C	ISN1	XV	626628	627980	-	0
YOR156C	NFI1	XV	628360	630576	-	12
YOR157C	PUP1	XV	630966	631757	-	2
YOR158W	PET123	XV	632164	633120	+	0
YOR159C	SME1	XV	633282	633566	-	0
YOR160W	MTR10	XV	633839	636757	+	0
YOR161C	PNS1	XV	636939	638558	-	0
YOR162C	YRR1	XV	639560	642142	-	50
YOR163W	DDP1	XV	642726	643307	+	5
YOR164C	GET4	XV	643394	644332	-	0
YOR165W	SEY1	XV	644566	646896	+	0
YOR166C	SWT1	XV	647126	648517	-	5
YOR167C	RPS28A	XV	648804	649010	-	1
YOR168W	GLN4	XV	649297	651732	+	2
YOR171C	LCB4	XV	652010	653887	-	1
YOR172W	YRM1	XV	654204	656570	+	2
YOR173W	DCS2	XV	657216	658325	+	16
YOR174W	MED4	XV	658717	659601	+	10
YOR175C	ALE1	XV	659815	661698	-	8
YOR176W	HEM15	XV	662401	663582	+	0
YOR177C	MPC54	XV	665785	667179	-	0
YOR178C	GAC1	XV	667860	670241	-	0
YOR179C	SYC1	XV	671845	672411	-	0
YOR180C	DCI1	XV	674352	675200	-	11
YOR182C	RPS30B	XV	678191	678811	-	6
YOR183W	FYV12	XV	678857	679261	+	5
YOR184W	SER1	XV	679357	680544	+	0
YOR185C	GSP2	XV	681444	682106	-	0
YOR187W	TUF1	XV	684030	685343	+	0
YOR188W	MSB1	XV	685683	689180	+	28
YOR189W	IES4	XV	689624	689974	+	0
YOR190W	SPR1	XV	690695	692032	+	0
YOR193W	PEX27	XV	710428	711576	+	6
YOR194C	TOA1	XV	711683	712552	-	3
YOR195W	SLK19	XV	712866	715331	+	0
YOR196C	LIP5	XV	715593	716840	-	1
YOR197W	MCA1	XV	717083	718384	+	1
YOR198C	BFR1	XV	718653	720092	-	9
YOR201C	MRM1	XV	720470	721729	-	7
YOR202W	HIS3	XV	721934	722608	+	4
YOR204W	DED1	XV	722911	724725	+	0
YOR205C	GEP3	XV	725564	727234	-	0
YOR206W	NOC2	XV	727506	729644	+	2
YOR207C	RET1	XV	730008	733457	-	0
YOR208W	PTP2	XV	733880	736177	+	15
YOR209C	NPT1	XV	736437	737756	-	10
YOR210W	RPB10	XV	738320	738532	+	0
YOR211C	MGM1	XV	738924	741632	-	21
YOR212W	STE4	XV	742904	744181	+	2
YOR213C	SAS5	XV	744535	745308	-	9
YOR215C	AIM41	XV	746725	747282	-	0
YOR216C	RUD3	XV	747525	749000	-	7
YOR217W	RFC1	XV	749292	751886	+	3
YOR219C	STE13	XV	752214	755009	-	0
YOR220W	RCN2	XV	755304	756125	+	8
YOR221C	MCT1	XV	756476	757570	-	4
YOR223W	DSC3	XV	759770	760660	+	4
YOR224C	RPB8	XV	760825	761289	-	8
YOR226C	ISU2	XV	761614	762084	-	0
YOR227W	HER1	XV	762825	766565	+	0
YOR228C	MCP1	XV	766869	767789	-	4
YOR229W	WTM2	XV	768409	769812	+	0
YOR230W	WTM1	XV	770770	772113	+	10
YOR231W	MKK1	XV	772487	774127	+	38
YOR232W	MGE1	XV	774567	775259	+	2
YOR233W	KIN4	XV	775813	778248	+	11
YOR234C	RPL33B	XV	778555	779417	-	4
YOR236W	DFR1	XV	780900	781541	+	2
YOR237W	HES1	XV	781967	783298	+	9
YOR238W	YOR238W	XV	783677	784588	+	0
YOR239W	ABP140	XV	784857	786744	+	0
YOR241W	MET7	XV	786908	788641	+	29
YOR242C	SSP2	XV	788742	789857	-	0
YOR243C	PUS7	XV	790211	792253	-	4
YOR244W	ESA1	XV	792492	793868	+	13
YOR245C	DGA1	XV	794076	795332	-	0
YOR246C	ENV9	XV	795801	796793	-	0
YOR247W	SRL1	XV	797676	798308	+	0
YOR249C	APC5	XV	798674	800743	-	4
YOR250C	CLP1	XV	800970	802310	-	1
YOR251C	TUM1	XV	802550	803473	-	3
YOR252W	TMA16	XV	803664	804203	+	1
YOR253W	NAT5	XV	804368	804907	+	3
YOR254C	SEC63	XV	805032	807023	-	0
YOR255W	OSW1	XV	807271	808107	+	0
YOR256C	TRE2	XV	808254	810689	-	2
YOR257W	CDC31	XV	811008	811493	+	0
YOR258W	HNT3	XV	811671	812324	+	0
YOR259C	RPT4	XV	812395	813708	-	0
YOR260W	GCD1	XV	813954	815720	+	10
YOR261C	RPN8	XV	815915	816937	-	2
YOR262W	GPN2	XV	817232	818335	+	20
YOR264W	DSE3	XV	818845	820158	+	7
YOR265W	RBL2	XV	820442	820774	+	4
YOR266W	PNT1	XV	821017	822294	+	2
YOR267C	HRK1	XV	822588	824882	-	5
YOR269W	PAC1	XV	826379	827869	+	2
YOR270C	VPH1	XV	828052	830613	-	13
YOR272W	YTM1	XV	832798	834195	+	5
YOR273C	TPO4	XV	834452	836431	-	0
YOR274W	MOD5	XV	837674	838960	+	0
YOR275C	RIM20	XV	839084	841069	-	0
YOR276W	CAF20	XV	841333	841818	+	0
YOR278W	HEM4	XV	842799	843644	+	6
YOR279C	RFM1	XV	843698	844666	-	12
YOR280C	FSH3	XV	844992	845801	-	3
YOR281C	PLP2	XV	846269	847132	-	1
YOR283W	YOR283W	XV	847435	848145	+	6
YOR284W	HUA2	XV	848436	849209	+	14
YOR285W	RDL1	XV	849629	850054	+	2
YOR286W	RDL2	XV	850277	850729	+	1
YOR287C	RRP36	XV	850937	851860	-	7
YOR288C	MPD1	XV	852121	853077	-	0
YOR289W	YOR289W	XV	853357	854112	+	0
YOR291W	YPK9	XV	861127	865593	+	16
YOR292C	YOR292C	XV	865653	866582	-	0
YOR293W	RPS10A	XV	867098	867852	+	0
YOR294W	RRS1	XV	868340	868951	+	0
YOR295W	UAF30	XV	869154	869894	+	18
YOR296W	YOR296W	XV	870202	874071	+	0
YOR297C	TIM18	XV	874743	875345	-	8
YOR298C-A	MBF1	XV	877230	877685	-	0
YOR298W	MUM3	XV	875599	877038	+	0
YOR299W	BUD7	XV	878435	880675	+	0
YOR301W	RAX1	XV	880962	882272	+	1
YOR303W	CPA1	XV	882842	884134	+	19
YOR304C-A	BIL1	XV	888520	888750	-	0
YOR304W	ISW2	XV	884418	887876	+	32
YOR305W	RRG7	XV	889022	889750	+	0
YOR306C	MCH5	XV	889867	891435	-	1
YOR307C	SLY41	XV	892731	894155	-	21
YOR308C	SNU66	XV	894624	896387	-	0
YOR310C	NOP58	XV	896825	898360	-	0
YOR311C	DGK1	XV	899056	899967	-	13
YOR312C	RPL20B	XV	900250	901209	-	5
YOR313C	SPS4	XV	901858	902874	-	0
YOR315W	SFG1	XV	904760	905800	+	0
YOR319W	HSH49	XV	912801	913463	+	7
YOR320C	GNT1	XV	913619	915106	-	4
YOR321W	PMT3	XV	916030	918291	+	0
YOR322C	LDB19	XV	918606	921074	-	4
YOR323C	PRO2	XV	921535	922905	-	0
YOR324C	FRT1	XV	923232	925046	-	2
YOR326W	MYO2	XV	925706	930445	+	5
YOR327C	SNC2	XV	930734	931084	-	1
YOR329C	SCD5	XV	936731	939349	-	0
YOR332W	VMA4	XV	943644	944357	+	4
YOR334W	MRS2	XV	944596	946008	+	0
YOR335C	ALA1	XV	946233	949184	-	25
YOR336W	KRE5	XV	949758	953870	+	5
YOR337W	TEA1	XV	954290	956623	+	18
YOR338W	YOR338W	XV	956898	957989	+	0
YOR339C	UBC11	XV	958362	958832	-	0
YOR340C	RPA43	XV	959202	960191	-	3
YOR342C	YOR342C	XV	966666	967691	-	22
YOR344C	TYE7	XV	977194	978105	-	12
YOR346W	REV1	XV	981828	984785	+	0
YOR347C	PYK2	XV	984942	986462	-	0
YOR348C	PUT4	XV	986899	988785	-	1
YOR349W	CIN1	XV	989786	992833	+	1
YOR352W	TFB6	XV	997207	998244	+	2
YOR354C	MSC6	XV	1001147	1003231	-	2
YOR355W	GDS1	XV	1005134	1006705	+	1
YOR356W	CIR2	XV	1007200	1009116	+	7
YOR357C	SNX3	XV	1009224	1009712	-	0
YOR358W	HAP5	XV	1010158	1010889	+	1
YOR359W	VTS1	XV	1011132	1012760	+	19
YOR360C	PDE2	XV	1013241	1014827	-	2
YOR362C	PRE10	XV	1017880	1018746	-	0
YOR363C	PIP2	XV	1020222	1023212	-	0
YOR367W	SCP1	XV	1026007	1026609	+	0
YOR368W	RAD17	XV	1026834	1028048	+	3
YOR369C	RPS12	XV	1028194	1028625	-	0
YOR370C	MRS6	XV	1029183	1030994	-	0
YOR371C	GPB1	XV	1031489	1034188	-	2
YOR372C	NDD1	XV	1034807	1036501	-	10
YOR374W	ALD4	XV	1039840	1041399	+	0
YOR375C	GDH1	XV	1041678	1043042	-	0
YOR377W	ATF1	XV	1046190	1047803	+	12
YOR378W	AMF1	XV	1049418	1051058	+	31
YOR380W	RDR1	XV	1051290	1052930	+	0
YOR381W	FRE3	XV	1055545	1057680	+	0
YOR382W	FIT2	XV	1059525	1059992	+	2
YOR383C	FIT3	XV	1060441	1061073	-	6
YOR384W	FRE5	XV	1061564	1063648	+	0
YOR385W	YOR385W	XV	1065043	1065915	+	0
YOR386W	PHR1	XV	1066833	1068536	+	2
YOR389W	YOR389W	XV	1074210	1076087	+	1
YOR390W	FEX1	XV	1076781	1077911	+	1
YPL001W	HAT1	XVI	554581	555729	+	8
YPL002C	SNF8	XVI	553627	554328	-	0
YPL004C	LSP1	XVI	550632	551657	-	0
YPL005W	AEP3	XVI	548480	550306	+	2
YPL006W	NCR1	XVI	544589	548143	+	14
YPL007C	TFC8	XVI	542082	543860	-	4
YPL008W	CHL1	XVI	539385	541970	+	0
YPL009C	RQC2	XVI	535820	538942	-	2
YPL010W	RET3	XVI	534982	535587	+	12
YPL011C	TAF3	XVI	533642	534703	-	0
YPL012W	RRP12	XVI	529708	533409	+	5
YPL013C	MRPS16	XVI	528985	529350	-	0
YPL014W	CIP1	XVI	527535	528692	+	4
YPL015C	HST2	XVI	525810	526925	-	14
YPL017C	IRC15	XVI	518734	520239	-	2
YPL019C	VTC3	XVI	514511	517072	-	18
YPL020C	ULP1	XVI	512313	514193	-	5
YPL022W	RAD1	XVI	506673	509999	+	8
YPL023C	MET12	XVI	504339	506312	-	0
YPL024W	RMI1	XVI	503508	504242	+	3
YPL026C	SKS1	XVI	500675	502183	-	0
YPL027W	SMA1	XVI	499647	500402	+	6
YPL028W	ERG10	XVI	498096	499292	+	0
YPL029W	SUV3	XVI	495491	497719	+	5
YPL030W	TRM44	XVI	493543	495246	+	0
YPL031C	PHO85	XVI	492018	493043	-	2
YPL032C	SVL3	XVI	488887	491397	-	11
YPL033C	SRL4	XVI	487362	488207	-	0
YPL034W	YPL034W	XVI	486427	487209	+	95
YPL036W	PMA2	XVI	482831	485686	+	4
YPL037C	EGD1	XVI	481428	481904	-	1
YPL038W	MET31	XVI	480484	481068	+	17
YPL039W	YPL039W	XVI	479225	480175	+	0
YPL040C	ISM1	XVI	475993	479001	-	0
YPL041C	MRX11	XVI	475118	475741	-	0
YPL042C	SSN3	XVI	473040	474707	-	0
YPL043W	NOP4	XVI	469915	471996	+	8
YPL045W	VPS16	XVI	467215	469656	+	15
YPL046C	ELC1	XVI	466644	466943	-	0
YPL047W	SGF11	XVI	465962	466261	+	0
YPL048W	CAM1	XVI	464365	465648	+	12
YPL049C	DIG1	XVI	462481	463845	-	2
YPL050C	MNN9	XVI	460779	461966	-	0
YPL051W	ARL3	XVI	459936	460559	+	9
YPL052W	OAZ1	XVI	458793	459678	+	2
YPL053C	KTR6	XVI	457118	458458	-	0
YPL054W	LEE1	XVI	455759	456664	+	0
YPL055C	LGE1	XVI	453992	454990	-	0
YPL057C	SUR1	XVI	451909	453060	-	1
YPL059W	GRX5	XVI	444579	445031	+	0
YPL060W	MFM1	XVI	434493	435764	+	10
YPL061W	ALD6	XVI	432588	434090	+	0
YPL063W	TIM50	XVI	429939	431369	+	0
YPL064C	CWC27	XVI	428711	429616	-	0
YPL065W	VPS28	XVI	427927	428655	+	0
YPL066W	RGL1	XVI	426218	427672	+	5
YPL067C	YPL067C	XVI	425251	425847	-	0
YPL068C	YPL068C	XVI	424215	425108	-	4
YPL069C	BTS1	XVI	422885	423931	-	13
YPL070W	MUK1	XVI	420924	422786	+	8
YPL071C	YPL071C	XVI	420048	420518	-	0
YPL072W	UBP16	XVI	418449	420011	+	21
YPL074W	YTA6	XVI	415760	418027	+	1
YPL075W	GCR1	XVI	412245	415362	+	3
